,cons_12m,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_pow_p1,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,avg_price_pow_energy,churn
12066,14611,3792,2011.07,2016.07,2011.07,2015.07,1817.55,2839,37.45,0.1646369999999999,44.31137796,16.8,4,157.59,5,13.32,1,1,14.864763653333332,1
5766,3818,0,2009.1,2016.1,2015.09,2015.1,127.19,0,130.42,0.114667,41.27136420000001,29.92,1,16.39,6,15.001,0,0,27.273495194444443,0
4337,351320,0,2011.03,2016.03,2011.03,2015.03,31347.11,32436,354.09,0.100092,58.99595196,0.6,1,1919.63,5,320.0,1,1,34.73206021,1
17665,110513,0,2012.03,2016.03,2012.03,2015.03,9409.49,9337,144.01,0.1169,40.606701,80.43,1,992.81,4,90.0,1,1,27.225807733333333,1
14390,111860,107685,2011.12,2016.12,2015.11,2015.12,4410.68,2834,145.71,0.114782,40.606701,0.64,2,508.51,4,15.001,0,1,27.2534315,1
18459,132126,0,2010.02,2016.02,2010.02,2015.02,0.0,0,142.62,0.1169,40.606701,149.88,1,0.0,6,60.0,0,0,27.234919099999995,1
19065,14956,0,2011.1,2016.1,2015.08,2015.1,2200.82,4957,17.63,0.14346,45.30837756,31.2,1,165.5,4,13.856,1,1,14.885457103333332,1
12183,39371,0,2011.09,2016.1,2013.1,2015.1,5806.81,4011,13.74,0.143166,44.31137796,22.95,1,527.6,4,13.856,1,1,14.84243173818182,1
5164,80856,0,2010.12,2017.01,2016.01,2015.11,1528.88,2541,140.69,0.1152369999999999,40.606701,23.4,1,202.88,5,10.392,1,1,27.251437111111112,0
9636,13785,0,2010.01,2017.01,2010.01,2016.01,1360.48,4335,17.03,0.1646369999999999,44.31137796,31.2,1,119.68,6,13.856,0,0,14.857216895757576,0
19154,8047,0,2009.11,2016.11,2015.09,2015.11,904.14,0,14.89,0.162461,45.30837756,16.8,1,74.58,6,13.856,0,0,14.872296308888886,1
6974,4119,0,2012.11,2016.11,2015.09,2015.11,617.43,0,17.18,0.142881,45.80687796,17.13,1,50.77,3,10.392,1,1,14.906086097777775,1
6918,13953,0,2013.04,2016.11,2014.11,2015.11,1542.0,2255,41.15,0.165793,44.31137796,7.32,1,189.09,3,13.856,0,0,14.900372125555556,0
10760,5166,0,2011.08,2016.08,2015.07,2015.08,522.86,851,134.86,0.114603,40.606701,19.44,1,59.01,4,17.25,0,0,27.181015388888888,0
12266,3993,0,2010.11,2016.03,2014.03,2015.03,579.75,988,18.17,0.142065,44.31137796,34.27,1,56.48,5,15.0,1,1,14.848605864444446,1
5687,77894,0,2010.04,2016.04,2010.04,2015.04,0.0,0,132.15,0.1169099999999999,40.606701,134.1,1,0.0,6,65.7,0,1,27.218320866666662,0
7602,5505,0,2011.06,2016.06,2011.06,2015.06,218.56,273,16.74,0.1457109999999999,44.31137796,26.04,1,22.88,5,10.392,0,0,14.835225264444448,1
15263,2489,0,2013.05,2016.05,2014.05,2015.06,371.4,0,17.26,0.1458839999999999,44.31137796,31.64,1,34.01,3,13.856,1,1,14.849871614444446,1
11362,1560,0,2012.05,2016.05,2012.05,2015.05,235.88,7,18.32,0.1457109999999999,44.31137796,19.35,1,14.17,4,13.856,1,0,14.84018287,1
16311,15904,0,2013.03,2016.11,2015.11,2015.03,2395.78,1688,0.0,0.198096,46.30537836,29.76,2,131.3,3,13.85,1,1,14.90526657,1
16228,533498,0,2012.07,2016.07,2012.07,2015.07,5687.27,9883,153.01,0.115174,40.606701,19.21,1,517.58,4,40.0,0,0,27.18846308333333,1
11152,21814,0,2009.07,2016.07,2015.01,2015.07,3188.73,0,18.6,0.142819,44.31137796,13.1,1,208.9,7,10.39,1,1,14.828946975555557,0
17378,134439,0,2013.01,2017.01,2014.01,2016.01,13453.5,12595,168.21,0.1169019999999999,40.606701,-0.12,1,874.77,3,41.5,1,0,27.14424744444444,1
12662,9134,0,2012.05,2016.05,2015.04,2015.05,1338.48,1936,16.33,0.142822,44.31137796,25.56,1,135.6,4,13.856,1,1,14.839104458888892,1
1678,6766,0,2009.1,2016.1,2009.1,2015.1,681.5,611,129.25,0.1152369999999999,40.9390266,33.28,1,78.91,6,25.0,1,0,27.218083655555557,0
1529,36495,0,2010.08,2016.08,2010.08,2015.08,3727.0,3091,144.58,0.115174,40.606701,12.36,1,375.82,5,19.8,1,1,27.179282666666666,0
5548,13122,0,2009.12,2016.12,2015.11,2015.12,1932.42,0,19.51,0.143478,44.31137796,3.56,1,150.7,6,13.2,0,0,14.814558842222224,0
17854,10432,0,2011.01,2016.02,2015.03,2015.02,918.15,0,107.45,0.1001669999999999,58.99595196,0.0,1,148.56,5,15.001,0,0,31.22257305333333,1
13603,8378,0,2012.07,2016.07,2013.11,2015.07,878.65,978,82.46,0.1169099999999999,40.606701,28.02,1,101.75,4,20.7,1,1,27.191211499999994,1
16904,46550,0,2012.04,2016.04,2012.04,2015.04,4763.78,4236,142.6,0.113323,40.606701,34.04,1,446.36,4,43.0,0,0,27.214765977777773,1
16785,724362,0,2010.1,2016.03,2010.1,2015.03,531.8,1115,146.1,0.1169,40.606701,79.47,1,53.45,5,35.0,1,1,27.225663316666665,1
16205,0,0,2011.06,2016.06,2011.06,2015.06,0.0,0,16.26,0.144902,44.31137796,26.04,1,0.0,5,10.392,0,0,14.83489723111111,1
19505,4134,0,2010.01,2016.03,2010.01,2015.03,457.04,381,145.8,0.120372,40.606701,39.35,1,59.37,6,17.320999999999998,1,1,27.229286233333333,1
2915,11578,0,2010.01,2017.01,2010.01,2016.01,1718.93,0,19.49,0.144149,44.31137796,29.76,1,166.78,6,13.2,0,1,14.804978031111103,0
8249,9785,0,2010.07,2016.07,2010.07,2015.07,953.18,3174,16.21,0.1646369999999999,44.31137796,14.64,1,104.96,6,10.392,0,0,14.867035223030303,0
2227,7202,0,2012.04,2016.04,2012.04,2015.04,1090.74,0,26.21,0.146694,44.31137796,27.32,1,121.29,4,13.2,1,1,14.84555580888889,0
14255,765101,0,2011.05,2016.05,2013.11,2015.05,5654.24,0,17.47,0.142819,44.31137796,28.45,1,473.57,5,13.856,0,0,14.839217364444444,1
8633,3890,0,2010.06,2016.06,2010.06,2015.06,378.52,0,17.21,0.16695,44.31137796,16.92,1,46.18,6,10.392,1,1,14.87193639222222,0
6413,9457,0,2011.1,2016.1,2015.09,2015.1,549.82,397,132.3,0.114667,40.606701,18.4,1,69.6,4,27.6,0,0,27.16380887878787,0
274,2983,0,2010.08,2016.08,2010.08,2015.08,442.89,524,18.37,0.144902,44.31137796,17.82,1,40.35,5,15.0,1,0,14.824962875555554,0
14986,35477,5748,2012.05,2016.05,2015.04,2015.05,3466.17,2685,129.96,0.1157609999999999,40.606701,25.92,4,435.09,4,17.320999999999998,1,1,27.25291916666667,1
7375,18546,0,2010.01,2016.03,2010.01,2015.03,1371.51,1189,131.57,0.1169,40.606701,29.91,1,152.9,6,16.5,0,0,27.225663316666665,0
12566,8785,0,2013.01,2017.01,2015.11,2016.01,1316.72,286,15.05,0.143575,44.31137796,26.04,1,140.21,3,10.392,1,1,14.864506486666668,1
19020,7888,0,2009.1,2016.1,2009.1,2015.11,841.29,0,117.99,0.1152369999999999,41.27136420000001,79.88,1,79.15,6,40.0,1,1,27.215121745454542,1
12706,14514,0,2013.05,2016.05,2013.05,2015.05,1387.33,2371,145.35,0.115174,40.606701,27.27,1,162.88,3,19.0,1,1,27.20682391666666,1
7088,9055,0,2013.03,2016.03,2013.03,2015.03,508.05,0,16.59,0.146694,44.31137796,23.76,1,53.68,3,10.392,0,0,14.850491781111112,0
14566,16446,0,2006.02,2016.02,2006.02,2015.02,1432.9,3731,158.28,0.102772,58.99595196,0.0,1,161.01,10,22.0,0,0,34.746387417777775,1
15075,10686,0,2009.09,2016.09,2015.07,2015.09,1088.93,3483,13.47,0.161168,44.31137796,11.95,1,83.38,6,13.856,0,0,14.853968347777778,1
3352,1056,25750,2011.11,2016.11,2011.11,2015.11,159.55,2,18.37,0.147506,46.30537836,25.29,4,17.93,4,12.5,1,0,14.866371992222218,0
8241,7687,0,2010.02,2016.02,2010.02,2015.02,1015.52,766,21.55,0.146694,44.31137796,34.68,1,90.38,6,13.856,0,1,14.805876953333328,0
12974,1542613,0,2012.06,2016.05,2015.05,2015.03,2785.74,0,56.3,0.158949,44.44470996,0.03,1,12.33,4,13.856,1,0,20.041958436666665,1
8693,0,0,2009.04,2016.12,2009.04,2016.01,0.0,0,141.39,0.092453,59.17346796,0.12,1,0.0,7,80.0,0,0,34.76470816666667,0
940,2446,0,2011.06,2016.06,2011.06,2015.07,364.38,0,16.33,0.144902,44.31137796,16.92,1,33.98,5,10.392,0,0,14.832131489696971,0
10693,352085,0,2012.03,2016.12,2012.03,2016.01,3702.33,5652,118.6,0.115491,40.728885,-0.12,1,475.29,4,31.177,1,1,27.25078,0
5822,95522,0,2012.07,2016.02,2015.12,2013.07,923.5,1290,18.21,0.135417,44.31137796,33.12,1,93.57,4,13.2,1,0,14.890276420000005,0
9441,9816,0,2010.03,2016.03,2010.03,2015.03,1063.16,2642,151.67,0.1169099999999999,40.606701,49.93,1,107.78,6,22.0,0,0,27.227451483333333,0
1814,35041,0,2012.01,2017.01,2012.01,2016.01,3912.41,0,328.74,0.118638,40.606701,119.88,1,434.56,4,80.0,1,1,27.146174255555557,0
12446,6399,6305,2009.08,2016.08,2015.06,2015.08,349.39,1497,16.63,0.163482,44.31137796,12.36,3,35.69,6,10.392,0,0,14.859871153333332,1
13441,7765,0,2009.08,2016.08,2014.12,2015.08,868.65,2626,15.78,0.165793,44.31137796,12.36,1,68.89,6,10.392,0,0,14.900504736666669,1
15111,6735,0,2009.07,2016.07,2009.07,2015.07,727.45,0,0.0,0.165793,44.31137796,34.68,1,74.19,7,13.856,0,0,14.865872531111112,1
19500,163565,0,2012.06,2016.06,2012.06,2015.06,4378.45,3996,407.97,0.1169099999999999,40.606701,66.88,1,519.92,4,73.0,1,1,27.19938116666666,1
3388,1118,0,2011.06,2016.06,2011.06,2015.06,168.2,0,15.96,0.1457109999999999,44.31137796,16.84,1,16.97,5,10.35,0,0,14.835225231111112,0
2753,95618,40522,2010.07,2016.1,2015.1,2015.07,9949.52,6496,359.25,0.110377,40.606701,16.84,2,755.21,6,100.0,1,0,27.170364,0
11934,19598,0,2012.03,2016.04,2012.03,2015.04,2189.68,3095,23.9,0.161743,44.31137796,25.7,1,143.4,4,13.856,1,1,14.878756425555556,1
15689,134597,0,2012.06,2016.04,2014.04,2015.04,511.16,0,18.12,0.1458839999999999,44.31137796,37.56,1,51.97,4,15.0,1,1,14.805374008888885,1
7077,9349,0,2009.08,2016.08,2009.08,2015.08,1378.46,0,19.36,0.144902,44.31137796,16.38,1,123.51,6,13.8,0,0,14.82457750888889,0
13813,2436,0,2010.02,2016.02,2014.09,2015.02,232.57,0,131.31,0.1169,40.606701,60.6,1,30.45,6,24.249,0,1,27.25308627777778,1
2764,1743025,0,2010.06,2016.06,2010.06,2015.06,4986.62,0,16.3,0.1646369999999999,44.31137796,20.2,1,475.61,6,13.856,0,0,14.869910558888888,0
16638,28560,12671,2011.1,2016.1,2014.09,2015.1,3006.78,0,117.89,0.1165089999999999,40.606701,6.72,2,427.99,4,20.0,1,1,27.25464883333333,1
11210,0,0,2009.12,2016.11,2015.09,2015.11,0.0,0,16.16,0.164197,46.30537836,21.09,1,0.11,6,10.392,0,0,14.959845036666664,0
15499,4867,0,2012.1,2016.11,2015.03,2015.11,646.23,2155,87.72,0.148299,41.1052014,31.83,2,11.16,3,16.454,1,1,27.78023515,1
17233,10753,0,2009.1,2016.1,2009.1,2015.1,893.57,0,15.65,0.1670859999999999,45.30837756,14.68,1,82.94,6,10.392,1,0,14.90669893666666,1
7737,35995,0,2012.08,2016.11,2015.09,2015.11,4650.88,0,16.82,0.164448,44.31137796,6.45,1,276.62,3,13.856,0,1,14.86388273111111,0
17643,40451,0,2010.02,2016.02,2015.12,2015.02,3390.69,2510,132.86,0.1186359999999999,40.606701,44.88,1,480.35,6,30.0,0,0,27.254923666666667,1
17470,13196,0,2009.07,2016.07,2009.07,2015.07,1945.71,981,21.34,0.143166,44.31137796,16.66,1,158.76,7,13.2,0,0,14.829418764444444,1
18557,10734,0,2009.02,2016.02,2009.02,2015.02,511.25,165,132.17,0.102772,58.99595196,0.0,1,80.55,7,20.0,0,0,34.746387417777775,1
242,5346,0,2011.05,2016.05,2011.05,2015.05,531.9,806,139.25,0.1169099999999999,40.606701,35.85,1,67.78,5,19.8,0,0,27.209284499999995,0
20125,4134,0,2010.01,2016.03,2010.01,2015.03,457.04,381,145.8,0.120372,40.606701,39.35,1,59.37,6,17.320999999999998,1,1,27.229286233333333,1
5609,39251,70878,2010.12,2016.12,2015.11,2015.12,1325.93,1285,141.38,0.113624,40.606701,1.9,2,132.01,5,15.001,0,0,27.147646083333328,0
13101,7519,0,2012.01,2017.01,2012.01,2016.01,239.57,0,18.32,0.146694,44.31137796,31.32,1,25.7,4,12.5,1,1,14.805857875555551,1
10523,14656,0,2013.06,2016.06,2013.04,2015.06,2166.66,0,15.89,0.143166,44.31137796,15.16,1,173.24,3,10.392,0,0,14.83437609777778,0
15943,19407,10542,2012.06,2016.06,2015.05,2015.06,1347.33,1944,145.63,0.11634,40.606701,39.6,1,161.15,4,19.8,1,1,27.19990966666666,1
7252,25417,7357,2011.08,2016.05,2015.05,2014.08,4082.03,852,17.91,0.19923,45.80687796,36.1,5,263.71,4,13.2,1,1,15.212668225555555,0
16204,48318,0,2012.03,2016.03,2012.03,2015.03,1156.36,1313,147.39,0.120372,40.606701,31.65,1,138.52,4,17.5,1,1,27.229286233333333,1
17078,44204,0,2010.03,2016.03,2010.03,2015.03,2082.62,2106,131.76,0.120372,40.606701,37.49,1,241.63,6,27.713,0,0,27.229286233333333,1
5098,22117,0,2005.06,2016.06,2005.06,2015.06,2188.95,2044,132.17,0.115174,40.606701,19.0,1,238.5,11,20.785,0,0,27.197643499999995,0
11440,50542,0,2013.03,2016.03,2014.06,2015.03,5562.0,5037,407.97,0.1186359999999999,40.606701,117.02,1,596.54,3,86.5,1,1,27.25465475,1
17506,47613,0,2012.06,2016.09,2013.09,2015.09,122.48,0,18.72,0.140621,44.31137796,12.57,1,9.27,4,13.0,1,1,14.828659281111111,1
13901,19523,0,2010.11,2016.11,2013.11,2015.11,2138.91,1889,117.53,0.1152369999999999,40.606701,4.59,1,244.94,5,24.249,1,1,27.17158258333333,1
1509,4894,0,2010.01,2016.06,2015.06,2015.02,604.25,0,117.28,0.161936,41.1052014,61.6,1,256.85,6,20.0,1,0,27.547413722222228,0
14117,0,0,2011.05,2016.05,2011.05,2015.05,0.0,0,0.0,0.144902,44.31137796,19.2,1,0.0,5,10.392,0,1,14.83986435888889,1
11074,34342,0,2012.1,2016.02,2014.02,2015.02,4237.84,0,0.0,0.165022,44.31137796,31.2,1,346.33,3,13.856,1,1,14.83905205888888,1
14214,5998,0,2011.01,2017.01,2015.11,2016.01,905.64,337,18.32,0.143805,44.31137796,34.68,1,104.3,5,13.856,1,1,14.865238181111112,1
14880,7397,0,2010.02,2016.02,2010.02,2015.02,752.58,750,132.14,0.1169,40.606701,49.44,1,81.6,6,19.8,0,1,27.144075466666667,1
4525,357398,0,2009.06,2016.06,2009.06,2015.06,2529.61,3010,131.76,0.115174,40.606701,18.36,1,288.91,7,20.0,0,0,27.197643499999995,0
15060,4100,0,2010.01,2016.02,2010.01,2015.02,403.49,436,131.35,0.120372,40.606701,74.16,1,50.39,6,29.7,0,0,27.23849504444444,1
7580,506015,0,2008.1,2016.02,2015.02,2014.07,9093.0,7597,143.95,0.095022,58.99595196,0.0,1,600.91,7,24.0,1,0,34.682445238888896,0
15234,4134,0,2010.01,2016.03,2010.01,2015.03,457.04,381,145.8,0.120372,40.606701,39.35,1,59.37,6,17.320999999999998,1,1,27.229286233333333,1
17458,44785,4581,2010.12,2016.12,2014.11,2015.12,4509.22,3404,130.31,0.1152369999999999,40.606701,1.59,2,558.5,5,25.097,1,1,27.14345177777777,1
14246,52557,44887,2013.04,2016.04,2015.04,2015.04,5363.48,4927,128.17,0.1151819999999999,40.606701,23.66,2,569.61,3,30.0,1,1,27.25253233333333,1
13570,9866,0,2010.08,2016.08,2010.08,2015.08,1152.4,2478,16.13,0.16695,44.31137796,14.7,1,112.45,5,13.856,0,0,14.860132347777776,1
17330,11634,0,2012.07,2016.08,2014.08,2015.08,1715.55,3869,0.0,0.142819,44.31137796,15.96,1,140.32,4,15.0,1,1,14.83169566545455,1
18147,2365,0,2013.02,2016.02,2014.1,2015.02,376.9,0,0.0,0.237776,44.31137796,0.0,1,220.26,3,12.0,1,0,14.890888764444446,1
9737,10208,0,2013.02,2016.02,2013.02,2015.02,1527.5,905,17.46,0.160489,35.55576792,0.0,1,269.36,3,10.392,0,0,14.869669486666668,0
10309,11116,0,2010.07,2016.07,2010.07,2015.07,1135.37,1081,16.56,0.1646369999999999,44.31137796,17.45,1,134.4,6,13.856,0,0,14.864763653333332,0
4003,110460,1245502,2012.06,2016.06,2012.06,2015.06,574.36,0,16.13,0.1457109999999999,44.31137796,21.52,2,60.09,4,13.2,1,1,14.835225197777778,0
5470,26950,0,2011.12,2016.12,2011.12,2015.12,2203.9,2275,130.32,0.1165089999999999,40.606701,1.54,1,271.22,4,35.0,1,1,27.14788633333333,0
4433,228631,0,2011.01,2017.01,2011.01,2016.01,467.94,1101,154.22,0.120372,40.606701,37.44,1,52.03,5,15.001,1,1,27.147762972222218,0
15633,2665,0,2013.01,2017.01,2013.01,2016.01,641.48,458,16.57,0.237776,44.31137796,0.12,1,282.03,3,13.856,1,1,14.83374740333333,1
2327,24626,0,2010.01,2017.01,2014.11,2016.01,3637.55,4417,15.65,0.144149,44.31137796,29.76,1,357.34,6,13.2,0,0,14.844421314444444,0
5150,2251,0,2010.09,2016.09,2010.09,2015.09,337.14,0,18.96,0.1457109999999999,44.31137796,31.64,1,32.84,5,13.856,0,0,14.820352314444442,0
8213,14070,0,2011.1,2016.11,2011.1,2015.11,1447.08,1678,130.67,0.1152369999999999,40.606701,5.4,1,161.5,4,17.320999999999998,1,0,27.15135388888888,0
18125,215973,0,2005.12,2016.12,2015.11,2015.12,21226.48,13385,143.39,0.109227,40.606701,-0.12,1,1372.93,10,65.0,0,0,27.141240833333327,1
4742,2148,0,2010.06,2016.06,2010.06,2015.06,144.8,0,15.88,0.1457109999999999,44.31137796,16.92,1,14.52,6,10.392,0,0,14.837873035151516,0
15900,25644,0,2012.09,2016.09,2015.05,2015.09,2614.47,0,126.03,0.1165089999999999,40.606701,7.92,1,412.9,3,16.5,1,1,27.17281558333333,1
11342,3993,0,2010.11,2016.03,2014.03,2015.03,579.75,988,18.17,0.142065,44.31137796,34.27,1,56.48,5,15.0,1,1,14.848605864444446,1
3523,16071,0,2008.07,2016.07,2014.06,2015.07,1688.96,1767,131.01,0.115174,40.606701,22.44,1,183.9,8,15.01,0,0,27.251178555555555,1
1792,8012,0,2012.05,2016.05,2015.04,2015.05,1182.6,429,15.2,0.142822,44.31137796,19.2,1,118.58,4,10.392,1,1,14.864183764444446,0
1892,12813,0,2012.05,2016.05,2013.11,2015.05,1035.32,344,144.07,0.1169099999999999,40.606701,24.84,1,140.78,4,17.32,1,1,27.209284499999995,0
8207,6525,0,2010.03,2016.03,2010.03,2015.03,686.46,570,131.76,0.120372,40.606701,44.91,1,85.29,6,19.8,0,0,27.229286233333333,0
16915,11372,0,2010.08,2016.08,2010.08,2015.08,1190.67,1263,147.74,0.115174,40.606701,17.34,1,126.66,5,19.8,1,1,27.179282666666666,1
18448,132033,0,2005.02,2016.06,2014.06,2015.06,4315.57,3388,131.05,0.1128599999999999,40.606701,78.6,1,473.04,11,52.5,0,0,27.19445966666666,1
10864,1392,0,2009.11,2016.11,2015.09,2015.11,165.91,453,16.07,0.162461,46.30537836,21.09,1,10.47,6,10.392,0,0,14.910262497777776,0
8744,716441,9406,2012.11,2016.11,2012.11,2015.11,56871.64,0,267.01,0.094954,58.99595196,-83.61,3,4040.6,3,360.0,0,0,34.63737336111112,0
7577,9171,934,2009.1,2016.1,2009.1,2015.1,595.47,0,16.32,0.144902,44.31137796,11.08,2,56.16,6,14.8,1,1,14.815028453333332,0
13267,17371,0,2013.04,2016.04,2013.04,2015.04,2579.3,0,16.71,0.144149,44.31137796,24.52,1,237.98,3,13.2,0,0,14.844577475555557,1
20050,351320,0,2011.03,2016.03,2011.03,2015.03,31347.11,32436,354.09,0.100092,58.99595196,0.6,1,1919.63,5,320.0,1,1,34.73206021,1
169,46,0,2011.07,2016.07,2011.07,2015.07,4.67,33,130.65,0.1169099999999999,40.606701,47.2,1,0.0,5,20.78,1,0,27.191211499999994,1
12051,6249,0,2010.07,2016.07,2015.05,2015.07,928.77,740,17.83,0.142822,44.31137796,19.48,1,108.88,6,13.856,0,0,14.829542458888888,1
11793,16556,0,2012.06,2016.06,2012.06,2015.06,171.42,0,17.21,0.1457109999999999,44.31137796,21.52,1,16.14,4,13.2,1,1,14.835225197777778,1
5481,48382,59610,2010.02,2016.02,2010.02,2015.02,5004.24,3575,359.25,0.1169,40.606701,119.88,2,597.03,6,80.0,1,0,27.23501537777777,0
15204,2471,0,2012.03,2016.03,2014.06,2015.03,372.79,478,19.61,0.146694,44.31137796,23.76,1,38.03,4,10.39,1,0,14.865260431111112,1
9181,56910,0,2011.01,2016.01,2011.01,2015.02,12.71,0,143.0,0.1169,40.606701,87.48,1,2.0,5,35.0,0,0,27.144074793939392,0
1501,38211,0,2010.04,2016.04,2015.03,2015.04,4250.85,0,15.64,0.157988,44.31137796,25.7,1,418.89,6,13.856,0,0,14.876467336666666,0
18887,7631,0,2009.03,2016.03,2009.03,2015.03,1143.24,1598,18.46,0.1458839999999999,44.31137796,30.22,1,109.72,7,13.2,0,1,14.85007669777778,1
70,8416,0,2010.06,2016.06,2010.06,2015.06,803.1,0,38.5,0.1640569999999999,44.31137796,19.2,1,95.38,6,10.392,0,0,14.870198458888892,0
2557,63539,0,2012.01,2017.01,2012.01,2016.01,6357.48,5263,129.6,0.1169,40.606701,19.32,1,662.17,4,19.398,1,1,27.144294972222216,0
19038,16556,0,2012.06,2016.06,2012.06,2015.06,171.42,0,17.21,0.1457109999999999,44.31137796,21.52,1,16.14,4,13.2,1,1,14.835225197777778,1
19871,29510,0,2010.06,2016.06,2010.06,2015.07,1372.45,1205,143.61,0.115174,40.606701,59.28,1,140.21,6,29.7,1,1,27.19247969696969,1
7288,10389,0,2011.12,2016.12,2015.11,2015.12,1561.94,0,18.37,0.144039,45.30837756,15.2,1,131.48,4,13.856,1,1,14.80564656444444,0
834,88,0,2012.01,2016.05,2015.05,2014.01,12.65,0,14.72,0.142819,44.31137796,19.2,2,1.0,4,10.392,0,1,14.596619529999998,0
5124,86032,0,2003.11,2016.11,2003.11,2015.11,8668.58,6464,141.79,0.112922,40.606701,4.44,1,781.59,12,69.0,0,0,27.15222044444444,0
8027,74898,409715,2011.12,2016.12,2015.11,2015.12,1616.16,1567,14.86,0.144039,45.30837756,12.0,2,117.47,4,10.52,1,1,14.81956534777778,0
10951,10867,0,2009.09,2016.09,2009.09,2015.09,1598.82,0,16.43,0.142819,44.31137796,11.42,1,125.67,6,13.2,0,0,14.819388031111108,0
4467,24107,0,2010.01,2017.01,2010.01,2016.01,617.88,594,143.26,0.1169,40.606701,67.2,1,69.24,6,26.9,1,0,27.24417488333333,0
910,12128,0,2009.09,2016.06,2015.06,2014.09,1769.73,0,19.41,0.1383049999999999,44.31137796,22.95,1,127.55,6,13.856,0,0,14.838577947777775,1
17508,11203,0,2012.07,2016.07,2015.05,2015.07,1173.29,99,89.63,0.1169099999999999,40.606701,17.48,1,138.56,4,16.454,1,1,27.191114833333327,1
18747,0,0,2011.1,2016.1,2011.1,2015.1,0.0,0,24.59,0.168242,46.30537836,23.92,1,0.0,4,11.5,0,1,14.963025881111108,1
18882,5853,0,2009.07,2016.07,2009.07,2015.07,568.26,2116,38.66,0.165793,44.31137796,14.64,2,57.06,7,10.392,0,0,14.865872597777775,1
11548,6001,0,2012.12,2016.12,2015.11,2015.12,609.06,34,144.62,0.1135089999999999,40.9390266,41.16,1,87.65,3,16.5,1,1,27.14181894444444,1
12193,87926,0,2011.11,2016.11,2013.09,2015.11,9130.29,6936,146.44,0.114481,40.606701,29.88,1,900.67,4,30.0,1,1,27.1802068,1
917,46916,0,2010.12,2016.12,2015.11,2015.12,1614.48,1075,132.15,0.113046,40.606701,34.56,1,192.06,5,23.1,0,0,27.15465980555555,1
8848,17981,0,2012.02,2016.07,2015.07,2015.02,961.26,471,9.73,0.19923,45.80687796,25.57,2,53.47,4,10.35,1,0,15.142475292222224,0
15482,101171,0,2012.03,2016.03,2013.11,2015.03,10567.88,0,122.68,0.114008,40.606701,-2.17,1,787.71,4,95.0,0,1,27.22276448333333,1
18405,3112,0,2012.08,2016.08,2012.08,2015.08,463.46,0,0.92,0.1457109999999999,44.31137796,33.12,1,52.1,3,13.2,1,1,14.82530992,1
16424,5013,0,2012.01,2017.01,2012.01,2016.01,757.11,0,16.79,0.146694,44.31137796,26.04,1,78.76,4,10.39,1,1,14.805857875555551,1
18745,34394,0,2012.08,2016.11,2015.1,2015.11,3385.33,6301,129.61,0.114667,40.606701,37.44,1,376.89,3,25.0,1,1,27.16034088888888,1
13495,87604,0,2012.06,2016.09,2013.09,2015.09,8659.2,6833,359.25,0.111125,40.606701,42.12,1,699.18,4,155.0,1,1,27.16648575,1
10118,26039,0,2013.04,2016.04,2013.04,2015.04,1802.67,0,15.74,0.144149,44.31137796,24.52,1,170.56,3,13.2,1,1,14.84457750888889,0
13079,176365,0,2011.12,2016.12,2013.09,2015.12,16072.59,16479,357.29,0.110955,40.606701,-0.12,1,1123.77,4,80.0,1,1,24.878812833333328,1
16924,1929,0,2013.03,2016.03,2013.03,2015.03,369.79,181,0.0,0.273963,59.26637796,155.73,1,276.23,3,10.392,0,0,18.63266494777778,1
13528,33618,0,2012.07,2016.07,2015.06,2015.07,3455.29,1689,130.43,0.11634,40.606701,19.29,1,454.23,4,25.0,1,1,27.25283369696969,1
5787,156240,0,2010.05,2016.05,2010.05,2015.05,5488.54,4506,132.14,0.113323,40.606701,10.56,1,574.94,6,15.41,0,0,27.20525894444444,0
14574,94191,0,2010.05,2016.05,2010.05,2015.05,1798.13,1603,129.6,0.115174,40.606701,51.84,1,206.33,6,34.641,1,1,27.20682391666666,1
8166,26736,0,2010.01,2017.01,2010.01,2016.01,1428.99,2012,136.41,0.1169019999999999,40.606701,29.64,1,167.55,6,19.8,0,1,27.14424744444444,0
14619,22950,0,2012.1,2016.1,2015.05,2015.1,2320.5,2262,145.81,0.1165089999999999,40.606701,5.76,1,297.72,3,17.32,1,0,27.16442116666666,1
5926,19117,323763,2012.03,2016.06,2013.06,2015.06,1721.56,2742,147.72,0.120372,40.606701,22.8,2,208.76,4,15.2,1,0,27.147762972222218,0
17284,507715,0,2013.01,2017.01,2013.01,2016.01,6755.06,9072,144.92,0.1169019999999999,40.606701,16.44,1,836.56,3,16.5,1,1,27.144295583333328,1
18237,16632,0,2013.01,2017.01,2013.01,2016.01,220.95,0,16.46,0.146694,44.31137796,34.68,1,22.73,3,13.856,1,1,14.805857842222215,1
8413,27801,0,2012.07,2016.07,2015.06,2015.07,2874.44,2460,131.77,0.114603,40.606701,13.97,1,330.71,4,18.13,0,1,27.25175875,0
