,cons_12m,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_pow_p1,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,avg_price_pow_energy,churn
5724,41515,0,2009.09,2016.09,2015.08,2015.09,4043.0,2279,132.14,0.114604,40.606701,11.11,1,461.81,6,23.1,0,0,27.171303222222217,0
1884,24475,0,2011.1,2016.1,2011.1,2015.1,3639.54,0,15.92,0.145789,44.31137796,8.8,1,335.51,4,13.2,0,0,14.814992064444445,0
1729,7219,0,2010.04,2016.08,2015.08,2015.04,230.34,130,0.0,0.138847,44.31137796,12.36,1,16.62,6,10.392,1,1,14.844571697777775,0
1922,49243,0,2009.12,2016.12,2015.05,2015.12,1603.76,0,132.02,0.1152369999999999,40.606701,3.12,1,243.51,6,16.5,1,1,27.143741749999997,0
15350,554,0,2009.12,2016.12,2015.1,2015.12,63.54,0,19.48,0.143459,46.30537836,26.02,1,5.23,6,13.2,0,0,14.80540867555555,0
4885,4734,0,2010.05,2016.05,2010.05,2015.05,477.61,349,132.34,0.115174,40.606701,37.44,1,51.05,6,15.001,0,0,27.202869969696973,1
6300,1401,0,2009.1,2016.1,2015.08,2015.1,208.1,0,17.54,0.141434,44.31137796,7.8,1,14.34,6,10.392,0,1,14.815038397777778,0
87,3251,0,2010.09,2016.09,2010.09,2015.09,487.33,0,16.44,0.1457109999999999,44.31137796,10.08,1,47.33,5,10.392,0,0,14.820352281111106,0
4430,718782,0,2008.07,2016.05,2008.07,2015.05,6596.3,5015,142.22,0.113323,40.606701,14.28,6,616.54,8,20.785,0,0,27.20525894444444,0
9219,32210,0,2012.09,2016.09,2015.08,2015.09,1578.62,1650,128.2,0.1151819999999999,40.606701,14.36,1,200.4,3,29.944000000000003,1,1,27.181643138888887,0
14788,6035,0,2012.01,2016.1,2013.1,2015.1,557.77,397,29.6,0.1457109999999999,44.31137796,19.89,1,55.68,4,10.8,1,1,14.840182903333336,0
613,32753,0,2009.12,2016.12,2013.12,2015.12,4218.06,0,0.0,0.165022,44.31137796,4.04,1,258.21,6,15.0,0,1,14.840593758888884,0
1541,5444,0,2011.01,2016.01,2011.01,2015.02,371.74,311,131.74,0.120372,40.606701,69.24,1,44.01,5,27.71,0,0,27.147595309090907,0
9925,42085,0,2013.03,2016.1,2015.05,2015.1,809.4,638,141.43,0.1128599999999999,40.606701,10.0,1,78.48,3,15.001,0,0,27.213040977777773,0
13468,14491,0,2010.02,2016.02,2015.12,2015.02,2250.62,2884,18.27,0.1529319999999999,44.31137796,33.84,1,207.55,6,15.0,1,0,14.807915675555549,0
14557,27795,0,2009.06,2016.06,2009.06,2015.06,941.89,0,16.74,0.1457109999999999,44.31137796,21.52,1,93.51,7,13.2,0,1,14.835225197777778,0
6791,27489,0,2010.03,2016.03,2010.03,2015.03,695.22,895,0.0,0.145877,44.31137796,25.18,1,71.88,6,11.0,0,1,14.805417459393931,0
4616,21139,386,2010.08,2016.06,2015.06,2014.08,2922.4,0,14.43,0.1383049999999999,44.31137796,15.16,3,209.95,5,10.392,0,0,14.838738503333332,0
13096,21444,0,2011.12,2016.12,2015.11,2015.12,2641.13,0,10.89,0.165025,44.31137796,3.7,1,176.54,4,13.856,1,0,14.838967198787872,0
4455,23943,39063,2010.03,2016.03,2014.03,2015.03,2400.24,2388,148.15,0.115174,40.606701,20.26,2,267.74,6,15.001,1,1,27.252385083333333,0
345,61534,0,2009.11,2016.08,2015.08,2014.12,5776.84,4734,144.07,0.110377,40.606701,18.6,1,501.39,6,49.5,1,1,27.18698633333333,0
13861,19773,0,2012.11,2016.09,2014.09,2015.09,3492.27,0,16.62,0.1830369999999999,45.80687796,27.05,1,267.18,3,13.2,0,1,15.336950614444447,0
12132,121360,0,2010.05,2016.05,2010.05,2015.05,825.58,633,132.13,0.1169099999999999,40.606701,35.85,1,96.78,6,19.8,0,0,27.209284499999995,0
8707,24672,0,2005.1,2016.11,2005.1,2015.11,2347.35,1399,133.11,0.1152369999999999,40.606701,2.82,1,285.83,10,15.001,0,0,27.15135375555555,0
14101,41655,0,2010.09,2016.09,2010.09,2015.09,1801.15,0,0.0,0.143166,44.31137796,12.98,1,179.17,5,15.0,1,1,14.819503997777776,0
9325,1893,0,2010.03,2016.1,2013.12,2015.1,284.43,0,19.81,0.1457109999999999,44.31137796,9.39999999999999,1,29.44,6,12.5,1,0,14.820352347777778,0
6314,13680,0,2012.11,2016.1,2013.12,2015.1,2027.64,0,12.55,0.145789,44.31137796,10.0,1,205.31,3,15.0,1,0,14.809991597777772,0
95,8345,0,2010.06,2016.06,2014.06,2015.06,1210.54,0,16.55,0.142065,44.31137796,27.52,1,112.04,6,13.3,1,1,14.843557175555556,0
291,58700,11916,2009.09,2016.09,2009.09,2015.09,5989.9,3383,145.06,0.114658,40.606701,7.72,2,651.64,6,28.5,0,0,27.1714375,0
12473,7804,0,2012.03,2016.03,2012.03,2015.03,58.5,44,131.43,0.120372,40.606701,34.23,2,6.48,4,15.1,0,1,27.229286233333333,0
422,21463,0,2012.11,2016.11,2012.11,2015.11,916.39,0,18.57,0.147506,45.80687796,24.78,1,93.66,3,15.0,1,1,14.852483125555551,0
13264,55611,64219,2012.03,2016.03,2014.06,2015.03,5729.69,3353,129.71,0.1186359999999999,40.606701,22.47,2,559.15,4,25.097,1,1,27.25465475,0
3727,3016,0,2010.07,2016.07,2010.07,2015.07,451.96,0,19.56,0.1457109999999999,44.31137796,19.48,1,44.93,6,13.856,0,0,14.83026759222222,0
2883,11613,29148,2012.09,2016.09,2012.09,2015.09,0.0,0,0.0,0.143253,44.44470996,-38.25,3,22.95,3,13.856,1,0,0.0001999999999999,0
1702,8887,0,2009.09,2016.09,2009.09,2015.09,852.26,0,0.0,0.144902,44.31137796,13.4,1,77.6,6,13.856,0,0,14.821293974545451,0
15941,16251,0,2010.08,2016.08,2015.06,2015.08,2359.26,1288,19.84,0.141666,44.31137796,14.04,1,178.65,5,13.2,1,1,14.823716986666666,0
5444,221316,0,2011.06,2016.06,2011.06,2015.06,21460.57,0,328.74,0.1100829999999999,40.606701,-0.12,1,1401.45,5,53.0,1,1,27.19509016666666,0
14481,57011,13436,2012.11,2016.11,2012.11,2015.11,2305.73,0,18.47,0.145789,44.31137796,6.18,2,212.78,3,13.2,1,1,14.809991564444438,0
2127,70626,0,2009.09,2016.09,2015.07,2015.09,5287.66,0,10.95,0.161746,44.31137796,11.42,1,314.73,6,13.2,0,1,14.854193281111106,0
6806,8709,0,2008.08,2016.07,2015.05,2015.07,0.0,0,0.0,0.143601,44.44470996,15.19,1,41.52,7,10.392,1,0,0.0001999999999999,0
2700,13142,0,2009.07,2016.07,2015.07,2014.07,539.63,0,72.73,0.158276,44.31137796,14.64,1,43.0,7,10.392,0,0,21.019986382222218,0
7532,935912,0,2012.08,2016.08,2012.08,2015.08,230.85,0,7.67,0.1457109999999999,44.31137796,16.5,1,14.89,3,13.9,1,1,14.825309986666666,0
2297,13813,0,2009.1,2016.1,2009.1,2015.1,753.95,0,19.15,0.146348,45.30837756,18.72,1,79.39,6,13.2,1,1,14.871060153333334,0
16006,9461,0,2012.11,2016.11,2012.11,2015.11,762.04,0,5.31,0.194988,44.31137796,0.0,1,306.91,3,11.0,1,1,14.827180653333327,1
11633,1849,12199,2012.03,2016.03,2012.03,2015.03,279.45,362,19.88,0.146694,44.31137796,30.22,3,30.0,4,13.2,1,0,14.850491781111112,1
7005,24516,0,2010.12,2016.12,2015.11,2015.12,250.26,139,13.74,0.144039,46.30537836,27.28,1,20.7,5,13.856,1,1,14.805646597777775,0
8045,4422,0,2012.08,2016.08,2012.08,2015.08,0.42,0,16.25,0.161165,44.31137796,16.44,1,0.05,3,13.856,0,0,14.858713981111112,0
358,14053,100083,2013.01,2016.01,2013.01,2015.01,1504.46,975,143.59,0.120372,40.606701,30.12,2,141.41,3,15.1,1,1,27.147762972222218,0
2527,3430,0,2009.09,2016.09,2009.09,2015.09,509.84,629,19.0,0.144902,44.31137796,12.82,1,45.73,6,13.2,0,1,14.819995681111113,0
6353,11445,0,2010.11,2016.11,2015.09,2015.11,1699.63,0,0.0,0.142881,45.30837756,16.08,1,129.55,5,13.2,0,0,14.857575964444443,0
14642,4063,0,2013.02,2016.02,2014.05,2015.02,651.21,597,19.29,0.245926,53.28437796,0.0,1,285.53,3,10.392,0,0,17.705061792222217,0
10844,17608,14307,2013.06,2016.06,2015.05,2015.06,1971.27,40,26.04,0.1646369999999999,44.31137796,15.16,2,-55.4,3,10.392,1,1,14.869910625555558,0
10143,67428,0,2011.08,2016.09,2015.09,2015.05,3619.0,6860,142.75,0.157877,41.1052014,180.38,1,185.13,4,82.5,0,0,27.39203977777777,1
4332,137969,0,2011.1,2016.1,2015.09,2015.1,14520.16,3313,128.55,0.110385,40.606701,-4.08,1,955.72,4,25.0,1,1,27.25352688888889,0
10285,3083,0,2011.06,2016.06,2015.04,2015.06,459.51,0,16.38,0.14398,44.31137796,16.92,1,45.86,5,10.392,1,0,14.83478984777778,0
9270,6126,0,2011.06,2016.06,2011.06,2015.06,919.5,0,16.08,0.1457109999999999,44.31137796,21.52,1,91.86,5,13.2,0,1,14.835225197777778,1
835,53885,16042,2012.12,2016.12,2015.11,2015.12,5306.64,5068,145.78,0.110037,40.606701,-0.68,3,397.63,3,17.0,1,1,27.14403438333333,0
11078,1292,0,2012.02,2016.02,2015.12,2015.02,245.49,0,18.57,0.186188,45.80687796,36.36,1,100.8,4,10.39,1,1,15.316982738181816,0
8284,480389,0,2010.03,2016.03,2014.1,2015.03,1.57,0,122.43,0.115174,40.606701,34.01,1,2.36,6,15.001,0,0,27.252385083333333,0
12222,8268,0,2009.06,2016.06,2009.06,2015.06,813.37,1029,144.45,0.115174,40.606701,26.08,1,84.98,7,16.5,1,1,27.197643499999995,0
7307,997992,0,2012.03,2016.03,2012.03,2015.03,1454.94,1233,129.61,0.1169,40.606701,39.81,1,158.3,4,22.0,1,0,27.225663316666665,0
7923,2533,0,2012.12,2016.12,2012.12,2015.12,593.71,0,16.46,0.236794,44.31137796,-1.38,1,266.12,3,13.2,0,1,14.836169031111105,0
14116,584109,0,2006.02,2016.02,2013.09,2015.02,2728.19,2580,21.66,0.143795,44.31137796,29.76,1,210.2,10,13.2,1,0,14.804855897777772,0
4893,14758,1649,2011.02,2016.02,2015.12,2015.02,2192.96,0,-0.5,0.143575,44.31137796,33.84,2,206.66,5,15.0,1,1,14.80494912555555,1
9727,58044,0,2009.12,2016.12,2015.11,2015.12,2774.38,2360,131.94,0.111774,40.606701,0.84,1,251.51,6,19.8,0,1,27.143842166666666,0
5427,259298,0,2011.06,2016.06,2011.06,2015.06,1226.9,1379,0.0,0.144902,44.31137796,18.4,1,114.99,5,11.3,1,1,14.834897197777776,0
5258,6921,0,2009.09,2016.09,2015.07,2015.09,1019.56,0,39.02,0.141434,44.31137796,12.82,1,79.93,6,13.2,0,0,14.81932011444444,0
8337,1178245,0,2011.01,2017.01,2011.01,2016.01,8176.86,6157,359.25,0.115744,40.606701,79.8,1,689.82,5,80.0,1,0,27.14309141666666,1
1726,15259,0,2009.11,2016.11,2015.09,2015.11,1407.4,0,15.97,0.164448,44.31137796,4.86,1,87.1,6,10.392,0,0,14.845804762424237,0
3845,298806,0,2012.05,2017.01,2012.05,2016.01,570.45,0,17.56,0.136329,44.44470996,0.0,1,26.0,4,10.392,1,1,14.861695931111113,0
9034,73579,0,2012.05,2016.05,2014.04,2015.05,330.91,197,13.73,0.1457109999999999,44.31137796,19.2,1,33.68,4,10.392,1,1,14.864860875555555,0
13566,74374,14889,2012.06,2016.06,2013.11,2015.06,7603.92,7402,131.9,0.114481,40.606701,26.4,3,782.54,4,26.4,0,1,27.202114696969694,1
9586,86859,37673,2011.08,2016.09,2015.08,2015.09,8710.84,6578,142.61,0.115311,40.606701,7.04,2,-931.97,5,25.88,0,0,27.17812591111111,0
4545,36850,0,2012.07,2016.07,2015.06,2015.07,3522.07,4405,0.0,0.114604,40.606701,13.32,1,426.3,4,17.3,0,0,27.188172499999997,0
12063,2158,0,2012.01,2017.01,2012.01,2016.01,167.01,185,16.16,0.146694,44.31137796,26.04,1,17.45,4,10.392,0,0,14.805857842222215,1
1589,64282,0,2010.08,2016.04,2014.04,2015.04,1482.07,1305,129.39,0.100629,58.99595196,-1.56,2,186.66,5,30.0,0,0,34.73215704333333,0
14422,42484,0,2012.04,2016.04,2015.04,2015.04,1132.02,706,132.55,0.1157609999999999,40.606701,26.82,1,140.18,4,16.5,0,0,27.217449755555556,0
6902,8143,6351,2013.03,2016.03,2013.03,2015.03,1235.2,0,17.93,0.146694,44.31137796,30.22,3,132.77,3,13.2,1,1,14.850491781111112,0
903,12390,0,2013.03,2016.03,2013.03,2015.03,1238.41,0,132.02,0.120372,40.606701,37.63,1,173.16,3,20.785,1,1,27.229286233333333,1
12113,40935,45353,2011.1,2016.1,2015.05,2015.1,1592.18,1787,129.65,0.1165089999999999,40.606701,11.64,2,186.72,4,23.1,0,0,27.163606999999992,0
6339,22937,0,2009.09,2016.09,2015.08,2015.09,2288.26,0,120.78,0.114604,40.606701,15.84,1,276.41,6,33.0,0,1,27.171303222222217,0
14620,10721,0,2009.1,2016.1,2009.1,2015.1,1092.76,2496,142.01,0.1152369999999999,40.9390266,19.96,1,116.36,6,17.1,0,0,27.218083655555557,0
2840,13122,0,2011.06,2016.06,2015.05,2015.06,1425.57,1831,131.47,0.1157609999999999,40.606701,26.28,1,163.48,5,21.0,0,0,27.199473277777773,0
6697,41091,0,2013.03,2016.03,2013.03,2015.03,697.69,545,129.61,0.1128599999999999,40.606701,35.65,1,73.15,3,15.7,1,1,27.222815316666665,0
675,8397,0,2010.07,2016.07,2010.07,2015.07,884.62,2648,16.53,0.16695,44.31137796,19.48,1,102.89,6,13.86,0,0,14.86686929222222,0
3942,4076,0,2009.09,2016.09,2009.09,2015.09,510.18,841,17.46,0.165793,44.31137796,10.08,1,45.54,6,10.392,0,1,14.855674542222223,0
11040,5581,0,2011.11,2016.11,2014.06,2015.11,845.79,0,16.09,0.147506,45.80687796,22.77,1,87.71,4,13.8,0,0,14.906988875555552,0
10807,3171,0,2011.05,2016.05,2011.05,2015.05,343.54,0,13.71,0.1640569999999999,44.31137796,19.2,1,44.28,5,10.392,0,0,14.873106016969698,0
9335,63492,0,2010.06,2016.07,2010.06,2015.07,6327.9,4118,129.45,0.114481,40.606701,16.77,1,615.0,6,35.0,1,0,27.19216288484849,0
14595,5908,0,2012.04,2016.04,2012.04,2015.04,593.73,1814,16.57,0.165794,44.31137796,21.48,1,72.59,4,10.392,0,1,14.881461092222224,0
8327,45455,33853,2009.09,2016.03,2014.03,2015.03,1473.15,0,8.27,0.142065,44.31137796,27.29,3,327.7,6,13.2,0,0,14.804203197777769,1
1017,6599,0,2011.03,2016.03,2011.03,2015.03,231.48,326,131.38,0.120372,40.606701,37.39,3,34.15,5,16.5,0,0,27.229286233333333,0
14953,3231,0,2012.06,2016.07,2014.07,2015.07,477.96,354,18.62,0.144902,44.31137796,18.62,1,46.9,4,13.2,1,0,14.834550397777775,0
13623,377555,0,2011.11,2016.11,2011.11,2015.11,3752.06,7072,37.56,0.166178,44.31137796,6.15,1,326.6,4,13.164,1,1,14.844421342222216,0
909,13967,0,2013.03,2016.03,2013.03,2015.03,443.7,0,15.95,0.146694,44.31137796,23.76,1,48.56,3,10.39,1,1,14.850491781111112,0
14715,43449,180122,2010.12,2016.12,2010.12,2015.12,4285.32,4813,131.05,0.1152369999999999,40.606701,0.84,2,501.34,5,19.8,0,0,27.144418999999992,0
6369,24942,0,2011.1,2016.1,2015.09,2015.1,2577.82,1890,96.31,0.111311,40.606701,23.88,1,321.53,4,15.935,1,1,27.254068666666665,1
11955,1679,0,2012.12,2016.12,2015.11,2015.12,249.66,329,19.64,0.14346,46.30537836,26.02,1,19.75,3,13.2,0,0,14.820365514444443,0
11316,2277,0,2009.09,2016.09,2015.07,2015.09,332.86,509,16.32,0.141434,44.31137796,10.08,1,27.63,6,10.392,0,1,14.819320181111111,0
15062,40198,0,2011.1,2016.05,2014.05,2015.06,3814.52,2900,143.2,0.1128599999999999,40.606701,34.56,1,436.38,4,23.1,1,0,27.213107866666665,1
11018,759571,0,2010.11,2016.11,2010.11,2015.11,2688.04,6461,142.4,0.1152369999999999,40.606701,7.469999999999991,1,272.07,5,39.17,0,0,27.15347352777777,0
1563,9781,0,2010.01,2017.01,2015.11,2016.01,1022.01,-1124,0.0,0.157988,44.31137796,23.4,1,104.92,6,10.392,1,0,14.854120375555556,0
9673,39459,0,2011.04,2016.04,2011.04,2015.04,4032.56,231,109.37,0.1169099999999999,40.606701,24.18,1,487.42,5,20.0,1,1,27.217164866666664,0
12701,24968,0,2012.01,2017.01,2015.11,2016.01,3649.62,8489,9.37,0.143575,44.31137796,29.76,1,382.67,4,13.2,1,1,14.804511486666664,0
545,331914,11175,2011.09,2016.09,2011.09,2015.09,14881.59,14181,359.25,0.1100829999999999,40.606701,-11.53,2,1015.94,4,80.0,1,1,27.166658083333328,0
4523,27732,21420,2012.12,2016.12,2014.11,2015.12,2193.89,1678,130.32,0.1165089999999999,40.606701,0.88,3,307.64,3,20.78,1,1,27.253237666666667,0
9849,14915,0,2005.09,2016.09,2015.08,2015.09,1412.03,1844,146.58,0.114025,40.606701,22.56,1,162.4,10,47.0,1,0,27.17110975,0
9524,4260,0,2010.09,2016.09,2015.07,2015.09,184.04,0,15.61,0.162905,44.31137796,10.08,1,13.58,5,10.392,0,0,14.855157947777773,0
11052,16245,2685,2011.03,2016.03,2011.03,2015.03,1696.49,1212,144.4,0.1169,40.606701,20.26,2,180.88,5,15.001,1,1,27.225663316666665,0
6631,16493,0,2010.08,2016.08,2010.08,2015.08,1539.37,2081,18.32,0.1457109999999999,44.31137796,13.32,1,142.04,5,12.5,1,1,14.825309953333337,0
5317,26711,0,2011.06,2016.06,2011.06,2015.06,2731.19,-11825,22.94,0.1646369999999999,44.31137796,15.16,1,139.8,5,10.392,0,0,14.871162792222222,1
1741,12994,0,2010.06,2016.1,2013.1,2015.1,108.75,61,15.05,0.144902,44.31137796,10.36,1,8.85,6,13.85,1,1,14.826712732121212,0
13676,45502,0,2011.12,2016.12,2015.11,2015.12,2029.67,0,12.17,0.143478,44.31137796,31.2,1,265.44,4,13.856,0,1,14.804735064444438,1
8777,7412,23880,2012.11,2016.11,2014.06,2015.11,1124.19,0,13.21,0.147506,45.30837756,17.67,2,135.75,3,13.856,0,0,14.893099975555554,0
4175,1,0,2011.08,2016.08,2011.08,2015.08,0.15,1,18.89,0.1457109999999999,44.31137796,12.36,1,0.0,4,10.39,1,0,14.825309986666666,0
9514,68978,0,2010.06,2016.11,2014.1,2015.11,4919.01,7839,363.79,0.097634,58.99595196,-34.86,1,411.77,6,150.0,0,0,34.765348333333336,0
9628,12927,0,2012.05,2016.06,2015.06,2015.05,1093.23,451,19.63,0.19923,45.80687796,40.76,2,83.18,4,13.856,1,1,15.189632064444444,1
747,8110,0,2010.03,2016.03,2010.03,2015.03,1225.79,1827,16.19,0.146694,44.31137796,31.53,1,131.29,6,13.8,0,0,14.850491781111112,0
8715,10311,0,2013.01,2017.01,2015.11,2016.01,1547.92,0,19.54,0.144963,44.31137796,31.2,1,142.7,3,13.85,1,1,14.805611375555552,0
3339,9456,0,2011.11,2016.11,2015.1,2015.11,1011.5,719,145.47,0.115939,40.9390266,27.39,1,117.9,4,23.1,1,0,27.192080299999997,0
4660,69179,0,2010.1,2016.1,2015.05,2015.1,6951.27,7144,131.31,0.114658,40.606701,7.32,2,784.8,5,43.47,0,0,27.162141999999992,1
10192,13888,0,2012.1,2016.1,2014.06,2015.1,2068.49,1341,18.32,0.145789,44.31137796,10.0,1,202.7,3,15.0,1,1,14.864539986666667,0
10491,128234,41012,2012.05,2016.11,2013.11,2015.11,7105.58,6293,131.43,0.111125,40.606701,0.96,2,560.64,4,15.001,0,1,27.20300941666666,0
10060,11590,2058,2010.11,2016.11,2010.11,2015.11,799.27,0,61.46,0.147506,45.80687796,21.78,3,82.64,5,13.2,0,0,14.852483092222217,0
950,9564,0,2009.1,2016.1,2009.1,2015.11,1436.04,0,14.68,0.146348,45.30837756,14.68,1,138.65,6,10.392,0,0,14.841370247272724,0
2101,13152,0,2010.01,2017.01,2015.11,2016.01,795.31,1258,30.87,0.162327,44.31137796,26.04,1,92.87,6,10.392,1,0,14.840523542222218,0
8700,388977,0,2009.09,2016.02,2014.02,2015.02,511.94,396,131.84,0.120372,40.606701,49.92,1,60.29,6,20.0,0,0,27.191183814444443,1
7591,19848,0,2010.01,2016.03,2010.01,2015.03,811.53,1728,16.54,0.165794,44.31137796,23.76,2,85.61,6,10.392,0,0,14.88643380888889,0
12844,12074,4088,2010.03,2016.03,2010.03,2015.03,1379.09,1229,15.83,0.165794,44.31137796,27.03,2,122.82,6,13.15,1,1,14.88643380888889,0
13050,66329,0,2010.09,2016.09,2010.09,2015.09,486.67,0,16.5,0.1457109999999999,44.31137796,11.16,1,47.1,5,11.5,0,1,14.820352281111106,0
3128,788897,0,2010.06,2016.06,2010.06,2015.06,9270.19,19353,131.79,0.113323,40.606701,24.96,1,806.74,6,42.8,0,0,27.196136999999997,0
14964,4710,0,2010.01,2017.01,2015.11,2016.01,706.67,0,18.37,0.142649,44.31137796,37.56,1,72.53,6,15.0,1,0,14.805633564444438,0
12108,17131,0,2011.12,2016.12,2015.05,2015.12,1703.04,0,117.54,0.1165089999999999,40.606701,0.6799999999999989,1,243.91,4,15.935,1,1,27.14461227777777,0
8607,8627,59246,2009.11,2016.11,2015.09,2015.11,683.52,787,16.33,0.142881,45.80687796,22.77,2,55.39,6,13.8,0,0,14.877269713939397,0
6728,2590,0,2009.12,2016.1,2009.12,2015.1,392.43,0,19.5,0.146348,45.80687796,28.56,1,54.63,6,11.4,0,0,14.898837953333334,1
10397,103748,0,2011.02,2016.07,2014.05,2015.07,1326.05,1268,129.72,0.115491,40.728885,0.0,1,130.58,5,17.320999999999998,1,1,27.25078,0
1504,19039,0,2010.06,2016.11,2013.11,2015.11,1156.99,888,29.12,0.146348,45.30837756,19.2,1,112.31,6,15.0,1,1,14.837149086666663,0
6315,5731448,0,2011.07,2016.07,2011.07,2015.07,7619.07,9169,142.48,0.113323,40.606701,12.7,1,806.54,5,26.4,1,0,27.25059811111111,0
5937,92406,0,2012.04,2016.04,2012.04,2015.04,7794.92,8697,144.43,0.114017,40.606701,50.56,1,800.63,4,64.0,1,1,27.214844977777773,0
15850,233776,0,2005.05,2016.05,2005.05,2015.06,22164.09,22702,131.38,0.1100829999999999,40.606701,-6.33,1,1503.95,11,100.0,0,0,27.202640861111107,0
1085,3143,0,2012.04,2016.04,2012.04,2015.04,472.16,664,15.95,0.1457109999999999,44.31137796,28.6,1,47.89,4,13.856,1,1,14.84533673111111,0
1449,18660,0,2005.05,2016.05,2015.05,2015.06,1831.81,1211,142.2,0.115174,40.606701,18.36,1,207.33,11,17.320999999999998,0,0,27.20682391666666,0
1171,2660,0,2010.11,2016.11,2010.11,2015.11,277.82,368,132.15,0.1165089999999999,41.27136420000001,32.94,1,34.67,5,17.0,0,0,27.21231393333333,0
5340,118418,0,2005.06,2016.08,2013.08,2015.08,11530.82,9388,131.06,0.1100829999999999,40.606701,-9.3,1,795.33,11,75.1,0,0,27.19364516666666,0
11885,9997,0,2011.1,2016.1,2014.02,2015.1,868.12,0,16.2,0.146694,44.31137796,25.48,1,89.77,4,13.856,0,0,14.805857592222216,0
475,1617,6330,2012.09,2016.09,2012.09,2015.09,183.38,46,18.58,0.16695,44.31137796,10.03,3,18.73,3,10.35,0,0,14.85673495888889,0
14909,2865,0,2011.06,2016.06,2011.06,2015.06,429.8,0,18.29,0.1457109999999999,44.31137796,16.84,1,42.76,5,10.35,0,0,14.835225231111112,0
15007,4012564,237673,2010.03,2016.03,2014.07,2015.03,4168.43,3670,16.32,0.156539,44.31137796,-0.05,2,155.32,6,14.5,0,0,14.861167486666666,1
5262,4618,6995,2012.07,2016.07,2012.07,2015.07,464.17,427,129.61,0.1169099999999999,40.606701,21.66,2,59.47,4,16.0,1,1,27.191211499999994,0
16027,4082,0,2010.06,2016.06,2010.06,2015.06,241.98,252,20.17,0.144902,44.31137796,21.52,1,19.66,6,13.2,1,1,14.834897264444448,0
9355,22901,0,2012.11,2016.11,2012.11,2015.12,2298.16,2361,144.38,0.1152369999999999,40.606701,5.04,1,256.48,3,26.4,1,1,27.14210666666666,1
15955,16906,0,2012.05,2016.05,2012.05,2015.05,874.22,230,18.88,0.165214,44.31137796,19.2,1,80.83,4,10.392,0,1,14.876326731111112,0
4777,1240803,0,2008.08,2016.05,2008.08,2015.05,3512.94,3325,361.66,0.097701,58.99595196,-6.12,1,392.32,7,80.0,0,0,34.70890254444445,0
6737,16293,0,2009.12,2016.12,2015.1,2015.12,1960.74,0,16.53,0.162133,44.31137796,4.04,1,95.76,6,15.0,0,0,14.840112142222214,0
6636,4603,0,2009.08,2016.08,2009.08,2015.08,684.88,0,16.38,0.144902,44.31137796,15.72,1,63.54,6,13.2,0,1,14.824962808888888,0
12134,4946,0,2013.01,2017.01,2013.01,2016.01,457.61,0,16.24,0.165794,44.31137796,26.04,1,63.65,3,10.392,0,1,14.841743869999997,0
13960,7081,0,2013.06,2016.06,2015.04,2015.06,1059.97,0,18.67,0.145137,44.31137796,22.52,1,101.23,3,13.856,1,0,14.835096342222222,0
13340,20729,0,2010.02,2016.02,2015.12,2015.02,927.5,0,16.19,0.145541,44.31137796,34.68,1,96.9,6,13.85,1,1,14.805845097777777,0
7836,781385,0,2013.01,2017.01,2015.01,2016.01,11630.41,0,0.0,0.108238,40.606701,-0.12,1,761.06,3,65.0,1,1,27.2461005,0
1775,2662467,87653,2005.07,2016.07,2015.08,2014.09,16914.9,17264,160.47,0.110269,40.606701,-7.97,2,1003.07,11,77.0,0,0,27.247212,0
5956,113254,0,2012.11,2016.11,2012.11,2015.11,3582.68,4081,133.0,0.1005279999999999,58.99595196,-3.24,1,415.87,3,14.0,0,0,34.64009621111111,0
5416,32527,0,2010.02,2016.02,2015.02,2015.02,3388.47,3024,131.79,0.1157509999999999,40.606701,24.72,1,365.18,6,16.5,0,0,27.143013749999994,0
9153,1001492,159816,2009.07,2016.06,2009.07,2015.06,4427.63,4207,131.8,0.115174,40.606701,22.92,2,500.35,7,25.0,0,0,27.202494696969698,0
13805,11790,0,2010.12,2016.12,2015.11,2015.12,708.96,0,18.37,0.144038,45.80687796,18.87,1,60.14,5,11.43,1,1,14.805440731111103,0
5546,13090,0,2012.08,2016.08,2015.07,2015.08,1352.46,1174,147.32,0.1157609999999999,40.606701,35.04,1,156.57,3,40.0,1,1,27.19966769444444,0
3289,8392,0,2011.08,2016.08,2015.07,2015.08,825.29,715,145.79,0.114603,40.606701,22.17,1,104.95,4,16.4,1,0,27.19899044444444,0
14501,5795,0,2011.06,2016.06,2015.05,2015.06,578.64,522,144.02,0.11634,40.606701,36.3,1,70.22,5,16.0,1,1,27.199860222222217,1
8109,11339,0,2009.1,2016.1,2009.1,2015.1,259.4,0,19.7,0.146348,46.30537836,27.44,1,24.7,6,13.2,1,0,14.92661575333333,0
11514,28777,91010,2012.01,2016.09,2015.09,2014.01,1295.83,2200,17.25,0.162325,44.31137796,23.76,3,86.02,4,10.392,0,1,13.493384169696968,0
454,953085,0,2010.06,2016.06,2010.06,2015.06,5386.17,5181,131.04,0.1169099999999999,40.606701,24.2,1,575.5,6,41.5,0,0,27.198514,0
